name,mass_x,semi_major_axis_x,temp_eq_x,star_luminosity_x,star_radius_x,star_teff_x,star_mass_x,radius_x,mass_y,semi_major_axis_y,temp_eq_y,star_luminosity_y,star_radius_y,star_teff_y,star_mass_y,radius_y
TOI-5218 b,253.94489686914517,0.0469,792.5083973968628,0.14408491502346957,0.708,4230.0,0.739,9.8526940624951,,,,,,,,
TOI-521 b,5.307734390131069,0.0195,794.0553081175299,0.025103228218674497,0.421,3544.0,0.42,1.9795059970837712,,,,,,,,
TOI-5261 b,3651.8483917728136,0.05134,1249.0448430006568,1.0518559523415956,1.021,5790.0,1.037,11.601295056521533,,,,,,,,
TOI-5293 Ab,171.6273395611244,0.034,676.79064732934,0.040145637430076826,0.52,3586.0,0.54,11.881519574795002,,,,,,,,
TOI-5300 b,190.69704395680486,0.0295,1043.4698222744512,0.17132508055070453,0.65,4610.0,0.67,9.863903043226038,,,,,,,,
TOI-530 b,127.13136263786993,0.052,568.5791310056395,0.046927529072898766,0.54,3659.0,0.53,9.303454006679104,,,,,,,,
TOI-5322 b,184.0226474183167,0.0604,1350.3719439369434,2.014395955212016,1.462,5692.0,0.998,16.611709443251126,,,,,,,,
TOI-532 b,61.49979667606957,0.0296,867.6192987988361,0.08244371915318677,0.612,3957.0,0.639,5.819702795503363,,,,,,,,
TOI-5340 b,270.15414560547356,0.0628,1339.2053715045363,2.1065188822801626,1.35,5990.0,1.842,15.076079083112525,,,,,,,,
TOI-5344 b,133.4879307697634,0.04,693.0609721734459,0.06118992971661619,0.588,3747.0,0.612,9.751813235916652,,,,,,,,
TOI-5350 b,2094.489199458907,0.0796,1194.7656366800882,2.1436741439175098,1.263,6220.0,1.167,12.441968611341936,,,,,,,,
TOI-5386 Ab,155.10026241820128,0.04856,1487.9251493000268,1.9192830692791203,1.245,6094.0,1.165,14.706182718991549,,,,,,,,
TOI-5422 b,8803.846862672492,0.0616,1359.1647492650973,2.1407782589750566,1.48,5744.0,1.05,9.135319295715025,,,,,,,,
TOI-5542 b,419.53349670497073,0.332,490.68133395954777,1.0608678494401782,1.058,5700.0,0.89,11.309861557517127,,,,,,,,
TOI-5573 b,111.23994230813616,0.0712,528.2115438039382,0.06536123651650545,0.594,3790.0,0.619,9.751813235916652,,,,,,,,
TOI-558 b,1147.360547806776,0.1291,1073.7920843414474,3.51233974395073,1.496,6466.0,1.349,12.172953073799407,,,,,,,,
TOI-5592 b,285.72773752861264,0.03935,1790.2804838366862,2.6413814370894717,1.393,6240.0,1.194,17.14974051833618,,,,,,,,
TOI-559 b,1910.1487236339954,0.0723,1183.230746579721,1.6821708455506843,1.233,5925.0,1.026,12.2289979774541,,,,,,,,
TOI-5610 b,12840.26762642486,0.0647,502.94441985929126,0.041597905808769396,0.52,3618.0,0.53,9.94236590834261,,,,,,,,
TOI-5616 b,254.8983820889292,0.0272,939.0540376423628,0.0955338948613662,0.646,3996.0,0.666,10.771830482432073,,,,,,,,
TOI-561 b,2.0213886659421316,0.01064,2271.0427482092296,0.5000827001428279,0.832,5326.0,0.805,1.396975268496888,,,,,,,,
TOI-561 c,5.930678067056632,0.0889,791.0351154203626,0.5000827001428279,0.832,5326.0,0.805,2.865015474827927,,,,,,,,
TOI-561 d,13.32972337258066,0.1587,588.936588788589,0.5000827001428279,0.832,5326.0,0.805,2.6150552045279944,,,,,,,,
TOI-561 e,12.395307857192316,0.33,408.07242104102517,0.5000827001428279,0.832,5326.0,0.805,2.5169766231322805,,,,,,,,
TOI-561 f,19.101487236339956,1.034,230.56023484693284,0.5000827001428279,0.832,5326.0,0.805,2.320259011304307,,,,,,,,
TOI-5634 Ab,183.06916219853267,0.0272,837.0755828549579,0.06031895963129361,0.54,3896.0,0.556,10.345889214656403,,,,,,,,
TOI-564 Ab,464.9829588480092,0.02734,1686.201368155767,1.000837315096076,1.04,5666.0,1.1,11.433160345557454,,,,,,,,
TOI-5678 b,20.023189615464513,0.249,514.6195284973063,0.7149945546154598,0.938,5485.0,0.905,4.909533560151142,,,,,,,,
TOI-5688 Ab,123.95307857192317,0.03379,736.8827345052688,0.05544214675468469,0.57,3713.0,0.6,10.301053291732648,,,,,,,,
TOI-5713 b,4.29068348902811,0.06,349.4460611934534,0.008653625105373217,0.2985,3225.0,0.2653,1.7698980574152179,,,,,,,,
TOI-5786 b,73.1005335167752,0.114,1038.4528537770834,2.509655891756024,1.36,6235.0,1.23,8.639882347407536,,,,,,,,
TOI-5789 Ac,5.085254505514797,0.1009,718.3878459945684,0.45027265752149315,0.833,5185.0,0.821,2.8605318825355512,,,,,,,,
TOI-5795 b,23.659146586907593,0.064,1142.291029865378,1.1212694518921258,1.082,5715.0,0.901,5.620182938492654,,,,,,,,
TOI-5800 b,10.806165824218944,0.0345,1144.9138132844046,0.31272242619450363,0.8,4830.0,0.79,2.6800672927674385,,,,,,,,
TOI-5817 b,10.297640373667463,0.1223,955.265217731933,2.0264772319681326,1.427,5770.0,0.97,3.080227904861949,,,,,,,,
TOI-6002 b,3.8139408791360974,0.05722,300.2503025735272,0.004368629795034152,0.21,3241.0,0.24,1.6499619635941738,,,,,,,,
TOI-6016 b,371.8592357157695,0.055,1609.5967902554976,3.3717169320539875,1.7,6004.0,1.04,13.67495649174519,,,,,,,,
TOI-6029 b,519.6494447822932,0.0731,1698.8228135610245,7.3600158130563145,2.338,6223.0,1.548,14.392331258525266,,,,,,,,
TOI-6034 Bb,253.62706846255048,0.02949,713.9070730510609,0.0374822720818336,0.489,3635.0,0.514,11.915146516987816,,,,,,,,
TOI-603 b,47.51534678590388,0.1281,1020.9857625930038,2.8884280821890584,1.629,5900.75,1.072,7.930353867139117,,,,,,,,
TOI-6054 b,12.395307857192316,0.0763,1365.3196720898616,3.3159841282071016,1.662,6047.0,1.107,2.649803044793904,,,,,,,,
TOI-6054 c,9.1852409505861,0.1,1206.0018407961072,3.3159841282071016,1.662,6047.0,1.107,2.80224518273467,,,,,,,,
TOI-6130 b,333.71982692440855,0.036,1666.014232149375,1.656897196653901,1.27,5816.0,1.09,14.347495335601511,,,,,,,,
TOI-6158 b,135.07707280273678,0.03275,637.6381098532086,0.02939136809710296,0.476,3467.0,0.503,10.424352079772973,,,,,,,,
TOI-620 b,15.414677719841727,0.04825,606.4593717227064,0.05134223978951232,0.55,3708.0,0.577,3.7594921371568333,,,,,,,,
TOI-6255 b,1.439762681873877,0.0054,1365.4957542799348,0.016834734623008912,0.37,3421.0,0.353,1.0789764851601573,,,,,,,,
TOI-628 b,2011.8538137442915,0.0486,1586.4375541071836,2.478307367129196,1.345,6250.0,1.311,11.881519574795002,,,,,,,,
TOI-6303 b,2491.7747077022505,0.076,543.3363103391357,0.08357426460609346,0.61,3977.0,0.64,11.545250152866842,,,,,,,,
TOI-6324 b,1.1696085362684032,0.00432,1321.2288110632103,0.009443586746945306,0.293,3327.0,0.269,1.0590244994590865,,,,,,,,
TOI-6330 b,3178.284065946748,0.0576,505.4399516605081,0.033814653413482866,0.49,3539.0,0.53,10.87271130901052,,,,,,,,
TOI-6383 Ab,330.5415428584618,0.02292,741.7936664732331,0.026380043120322317,0.457,3444.0,0.458,11.28968539220144,,,,,,,,
TOI-640 Ab,279.68899780331384,0.06608,1749.0694255454932,6.7776954793140325,2.082,6460.0,1.536,19.851104874492403,,,,,,,,
TOI-6420 b,2606.192934076333,0.075,1215.1072917958215,2.0297575473750937,1.312,6020.0,1.165,11.20898073093868,,,,,,,,
TOI-6651 b,61.02305406617756,0.0633,1498.6267579325208,3.342509376919434,1.802,5818.93,1.047,5.089998149919255,,,,,,,,
TOI-6695 b,66.7439653848817,0.402,599.625321207064,3.466423237281696,1.517,6400.0,1.338,9.527633621297879,,,,,,,,
TOI-674 b,23.487519247346466,0.0231,722.4403240800339,0.024016339306238012,0.421,3505.0,0.442,5.260374657029523,,,,,,,,
TOI-677 b,392.2002537378287,0.1038,1098.1003080689939,2.3099012129251317,1.28,6295.0,1.18,13.114507455198256,,,,,,,,
TOI-6883 Ab,1379.3752846208886,0.129,851.5333150934459,1.1623403688444478,1.086,5756.0,1.082,12.184162054530345,,,,,,,,
TOI-6883 Ac,113.46474115429889,0.079,1050.4911760866844,1.1623403688444478,1.086,5756.0,1.082,8.877512738903436,,,,,,,,
TOI-6894 b,53.39517230790537,0.02604,422.02631125926706,0.0035702768138159264,0.2276,2960.0,0.207,9.583678524952571,,,,,,,,
TOI-700 b,1.2903833307743797,0.0677,418.26264354816243,0.023227693485610913,0.42,3480.0,0.416,0.91398028880074,,,,,,,,
TOI-700 d,2.4154958901195283,0.1633,269.17823497693064,0.023227693485610913,0.42,3480.0,0.416,1.0730357253727598,,,,,,,,
TOI-7019 b,19482.881324253565,0.2535,544.7047039757732,0.8599598173265152,0.92,5800.0,0.78,9.191364199369717,,,,,,,,
TOI-7041 b,114.41822637408292,0.091,1521.5608189762086,7.364608672399247,4.1,4700.0,1.07,11.433160345557454,,,,,,,,
TOI-712 b,5.593779956066276,0.07928,678.4635921630395,0.1861358759831578,0.674,4622.0,0.732,2.049001677615591,,,,,,,,
TOI-712 c,8.708498340694089,0.2447,370.2609579916568,0.1861358759831578,0.674,4622.0,0.732,2.7013643561562217,,,,,,,,
TOI-712 d,7.500750395634324,0.3405,313.77959426089956,0.1861358759831578,0.674,4622.0,0.732,2.4740462269327854,,,,,,,,
TOI-7149 b,224.0690266492457,0.026,596.2911162810504,0.014148559712209905,0.351,3363.0,0.344,13.226597262507642,,,,,,,,
TOI-7166 b,6.3883509725529635,0.0503,329.05752945539814,0.004925843838980733,0.245,3092.0,0.221,2.3897546918361265,,,,,,,,
TOI-733 b,5.720911318704146,0.0618,1056.1826596101578,0.7883706545767715,0.95,5585.0,0.956,1.9895940797416156,,,,,,,,
TOI-7497 b,11839.108145651637,0.06048,1158.0837347852623,1.072646800616449,1.01,5850.0,0.99,10.794248443893949,,,,,,,,
TOI-7510 b,18.084436335236994,0.102,887.8364019878254,1.0717236437122701,1.02,5820.0,1.02,7.297046455841081,,,,,,,,
TOI-7510 c,130.30964670381667,0.1595,709.709178786838,1.0717236437122701,1.02,5820.0,1.02,10.805457424624887,,,,,,,,
TOI-7510 d,177.9839076930179,0.2672,548.43488271364,1.0717236437122701,1.02,5820.0,1.02,10.53644188708236,,,,,,,,
TOI-756 Ab,9.83043261597329,0.018,969.8868392149515,0.0409518124355913,0.505,3657.0,0.505,2.810091469246327,,,,,,,,
TOI-757 b,10.488337417624269,0.122,653.9874825504902,0.4163197951691873,0.773,5278.0,0.8,2.4996027029993257,,,,,,,,
TOI-763 Ab,9.789114923115983,0.06,1016.3360368292948,0.6373256902842805,0.897,5450.0,0.917,2.279906680672928,,,,,,,,
TOI-763 Ac,9.318728881355865,0.1,787.2505089580612,0.6373256902842805,0.897,5450.0,0.917,2.6296268794782147,,,,,,,,
TOI-771 b,2.469526719240623,0.0208,526.6953133883536,0.005520316248736179,0.242,3201.0,0.22,1.359649362662862,,,,,,,,
TOI-776 c,6.896876423104443,0.1,415.26256549125776,0.049179308110464205,0.538,3709.0,0.544,2.0501225756886847,,,,,,,,
TOI-778 b,889.9195384650893,0.06,1779.8232374108723,5.865074872702663,1.71,6875.0,1.4,15.401139524309748,,,,,,,,
TOI-782 b,19.101487236339956,0.0578,436.3854961254548,0.01975196178303023,0.413,3370.0,0.397,2.7339824900832537,,,,,,,,
TOI-784 b,9.671518412675953,0.038,1309.373917153768,0.7048217114946492,0.907,5558.0,0.91,1.9301864818676406,,,,,,,,
TOI-815 Ab,7.596098917612728,0.0903,685.605921367745,0.2991789808069949,0.77,4869.0,0.776,2.9401156457252156,,,,,,,,
TOI-836 b,4.529054793974116,0.0422,871.6514453041239,0.17046798748846317,0.665,4552.0,0.678,1.703989250717298,,,,,,,,
TOI-836 c,9.598417879159179,0.075,654.1043418548019,0.17046798748846317,0.665,4552.0,0.678,2.5870327527006474,,,,,,,,
TOI-849 b,41.79443546719973,0.0155,1995.850062826908,0.6330417933228702,0.919,5375.3,0.929,3.444071419388219,,,,,,,,
TOI-858 Bb,349.6112472541423,0.04445,1527.798390607484,1.7673535842650512,1.3,5842.0,1.08,14.067270817328042,,,,,,,,
TOI-892 b,301.936986264941,0.092,1175.8323814542082,2.6655997898200963,1.39,6261.0,1.28,11.993609382104388,,,,,,,,
TOI-905 Ab,211.9915471986481,0.04666,1263.340747722042,0.9206694043003296,1.14,5300.0,0.85,13.125716435929196,,,,,,,,
TOI-912 b,5.085254505514797,0.041,579.5908678135531,0.02566045640655075,0.419,3572.0,0.418,1.9301864818676406,,,,,,,,
TOI-954 Ab,55.30214274747341,0.04963,1704.2465428437965,3.4164669745481535,1.892,5710.0,1.201,9.550051582759755,,,,,,,,
TRAPPIST-1 b,0.858136697805622,0.01111,400.5983577170662,0.000527864085299942,0.117,2560.0,0.08,1.0860381430206487,,,,,,,,
TRAPPIST-1 c,1.3793752846208887,0.01521,342.3746387165875,0.000527864085299942,0.117,2560.0,0.08,1.0559980746617332,,,,,,,,
TRAPPIST-1 d,0.4131769285730772,0.02144,288.3724741044083,0.000527864085299942,0.117,2560.0,0.08,0.7722987723616751,,,,,,,,
TRAPPIST-1 e,0.6356568131893496,0.02817,251.57885007454576,0.000527864085299942,0.117,2560.0,0.08,0.9180155218638779,,,,,,,,
TRAPPIST-1 f,0.667439653848817,0.0371,219.22226883392196,0.000527864085299942,0.117,2560.0,0.08,1.0450132735454132,,,,,,,,
TRAPPIST-1 g,1.3412358758295275,0.0451,198.82827296371437,0.000527864085299942,0.117,2560.0,0.08,1.1265025634593375,,,,,,,,
TrES-1 Ab,241.86741741854752,0.0393,1180.5717346101849,0.4982094530533766,0.857,5242.82,0.896,12.31866982330161,,,,,,,,
TrES-2 Ab,398.2389934631275,0.03555,1496.1301033171285,1.051511421053278,1.0,5850.0,0.98,13.327478089086092,,,,,,,,
TrES-3 b,607.0522565958288,0.0226,1654.323274534013,0.6352661814741964,0.813,5720.0,0.924,14.627719853874977,,,,,,,,
TrES-4 Ab,291.4486488473168,0.05084,1777.9398333790602,4.288808575787274,1.798,6200.0,1.388,19.12252112698139,,,,,,,,
WASP-100 Ab,645.1916653871898,0.0457,2022.8357481330443,5.806737834042568,1.774,6733.0,1.44,18.94317743528637,,,,,,,,
WASP-101 b,158.9142032973374,0.0496,1573.8643157180206,2.5066277678120703,1.29,6400.0,1.34,15.244213794076607,,,,,,,,
WASP-102 b,197.37144049529303,0.041,1672.7057158068433,2.1852605003077814,1.375,5990.0,1.08,14.907944372148446,,,,,,,,
WASP-104 Ab,404.27773318842634,0.02918,1483.6403310076955,0.6850818093345642,0.93,5450.0,1.02,12.74461109107728,,,,,,,,
WASP-105 b,572.0911318704146,0.075,846.8995072485502,0.48051548314724274,0.9,5070.0,0.89,10.760621501701133,,,,,,,,
WASP-106 b,611.819682694749,0.0917,1299.5283088141548,3.9823459801656496,1.85,6000.0,1.27,12.161744093068467,,,,,,,,
WASP-107 b,30.51152703308878,0.055,740.7457369974101,0.1506236979798633,0.66,4430.0,0.69,10.53644188708236,,,,,,,,
WASP-108 Ab,370.9057504959855,0.0397,1600.5801765902775,1.7177030517370449,1.215,6000.0,1.167,13.618911588090498,,,,,,,,
WASP-109 b,289.22385000115406,0.0463,1695.1687122221276,2.939483539265357,1.346,6520.0,1.203,16.174559194744518,,,,,,,,
WASP-10 b,1004.3377648391723,0.0371,1036.0614251142908,0.26293022604374927,0.783,4675.0,0.71,12.105699189413777,,,,,,,,
WASP-110 b,163.68162939625753,0.0457,1143.2913345517543,0.5925396081507893,0.881,5400.0,0.892,13.876718144902087,,,,,,,,
WASP-111 Ab,587.9825522001483,0.03914,2218.023562445528,6.156921307870531,1.954,6510.0,1.336,16.163350214013576,,,,,,,,
WASP-112 b,279.68899780331384,0.0382,1385.4738667354927,0.8928477693119317,1.002,5610.0,0.807,13.349896050547969,,,,,,,,
WASP-113 Ab,150.9684931324705,0.05885,1484.6305097299492,2.7939832476068966,1.608,5890.0,1.318,15.793453849892602,,,,,,,,
WASP-114 Ab,562.2384512659796,0.02851,2028.6025671831715,2.2856429306243453,1.43,5940.0,1.289,15.008825198726893,,,,,,,,
WASP-116 b,203.41018022059188,0.065,1411.6154388767686,2.7857981795057607,1.426,6250.0,1.25,13.67495649174519,,,,,,,,
WASP-117 b,95.34852197840243,0.0714,1193.179437981326,1.6357239319829673,1.17,6040.0,1.126,10.984801116319908,,,,,,,,
WASP-118 Ab,163.36380098966285,0.05453,1779.1237599598558,4.947126009863596,1.81,6404.0,1.29,16.1409322525517,,,,,,,,
WASP-119 b,390.92894011145,0.0363,1567.1190315323531,1.3174884397674043,1.2,5650.0,1.02,15.692573023314152,,,,,,,,
WASP-120 Ab,1608.2117373690544,0.0522,1800.7604624965013,4.749686259074005,1.684,6572.0,1.36,16.9816058073721,,,,,,,,
WASP-121 b,376.3088334080949,0.02544,2358.347201796015,3.323805864661398,1.458,6460.0,1.353,20.90474906320064,,,,,,,,
WASP-122 Ab,445.2775976391394,0.03107,1973.6548806528729,2.4323423232065937,1.508,5875.0,1.06,20.086493469842114,,,,,,,,
WASP-123 Ab,292.4021340671008,0.0431,1471.8360227999503,1.4476033874824947,1.22,5737.0,1.025,14.874317429955628,,,,,,,,
WASP-124 b,190.69704395680486,0.0499,1319.0284919049323,1.251446741895201,1.02,6050.0,1.07,13.899136106363963,,,,,,,,
WASP-126 b,90.29505031354711,0.0449,1493.5783127995699,1.6387395904606998,1.27,5800.0,1.12,10.760621501701133,,,,,,,,
WASP-128 b,11820.038441255954,0.0359,1625.284070398907,1.4933559990532408,1.152,5950.0,1.155,10.502814944889545,,,,,,,,
WASP-129 Ab,317.8284065946748,0.0628,1078.2745856392055,0.8812184782426223,0.9,5900.0,1.0,10.424352079772973,,,,,,,,
WASP-12 Ab,467.2077576941719,0.02344,2578.5340101767883,4.033332345835818,1.657,6360.0,1.434,21.297063388783492,,,,,,,,
WASP-130 Ab,390.92894011145,0.1012,835.4129149096592,0.8283675982528186,0.96,5625.0,1.04,9.975992850535427,,,,,,,,
WASP-131 Ab,85.8136697805622,0.0602,1465.8788531959624,2.778706263575802,1.53,6030.0,1.06,13.338687069817029,,,,,,,,
WASP-132 b,136.0305580225208,0.067,760.0588302245952,0.2487356747531928,0.758,4686.0,0.789,10.099291638575751,,,,,,,,
WASP-132 c,6.261219609915093,0.01833,1453.078083428624,0.2487356747531928,0.758,4686.0,0.789,1.840962995249369,,,,,,,,
WASP-133 b,368.6809516498227,0.0345,1782.263273147062,1.965237020843223,1.44,5700.0,1.16,13.562866684435804,,,,,,,,
WASP-134 b,448.77371011168077,0.0956,959.9683896956587,1.2752811223218754,1.16,5700.0,1.131,11.074472962167416,,,,,,,,
WASP-135 b,603.873972529882,0.0243,1721.5280892782826,0.8612442566438937,0.96,5680.0,0.98,14.571674950220284,,,,,,,,
WASP-137 Ab,216.44114489097356,0.0519,1662.6315339361527,3.3843693891789868,1.65,6100.0,1.216,14.235405528292125,,,,,,,,
WASP-139 Ab,37.18592357157695,0.062,917.5171367993402,0.4523738118312409,0.846,5151.0,0.87,8.967184584750944,,,,,,,,
WASP-140 Ab,775.5013120910064,0.0323,1316.7322096779067,0.5202019929433541,0.87,5260.0,0.9,16.1409322525517,,,,,,,,
WASP-141 b,854.9584137396752,0.0469,1537.6559450274717,2.0419246442142938,1.37,5900.0,1.25,13.562866684435804,,,,,,,,
WASP-142 b,266.9758615395268,0.0347,1992.3468910572246,3.150475553047188,1.64,6010.0,1.33,17.14974051833618,,,,,,,,
WASP-143 b,230.4255947811392,0.049,1285.249063390556,1.087924047213114,1.0,5900.0,1.087,13.831882221978331,,,,,,,,
WASP-144 b,139.84449890165692,0.0316,1208.4744278964727,0.35365627097552915,0.81,4950.0,0.81,9.527633621297879,,,,,,,,
WASP-145 Ab,282.8672818692606,0.0261,1206.0451888838274,0.23932753920279276,0.68,4900.0,0.76,10.088082657844813,,,,,,,,
WASP-146 b,352.78953132008905,0.0451,1577.6298733149392,2.0686608266419664,1.29,6100.0,1.057,13.764628337592699,,,,,,,,
WASP-147 b,87.40281181353558,0.0549,1402.7828670522579,1.9380449217952882,1.429,5702.0,1.044,12.498013514996629,,,,,,,,
WASP-148 b,91.21675269267166,0.08215,937.4362740472822,0.8465167386218222,1.03,5460.0,1.0,8.473989432589642,,,,,,,,
WASP-149 b,314.96795093532273,0.024,1859.9762527651073,1.144746750926751,1.08,5750.0,1.05,15.244213794076607,,,,,,,,
WASP-14 Ab,2333.1783328115075,0.036,1882.3737957519213,2.6917577660886325,1.306,6475.0,1.211,14.35870431633245,,,,,,,,
WASP-150 b,2688.828319790949,0.0694,1484.9792450047044,3.6014160523925702,1.706,6093.0,1.346,11.993609382104388,,,,,,,,
WASP-151 b,98.52680604434919,0.055,1288.8917953399418,1.386272327485572,1.14,5871.0,1.077,12.666148225960708,,,,,,,,
WASP-153 Ab,123.95307857192317,0.048,1712.0523924893394,3.287062916615271,1.73,5914.0,1.336,17.373920132954954,,,,,,,,
WASP-154 b,198.96058252826643,0.044,995.6100958367563,0.31587834865085207,0.823,4774.0,0.8,10.760621501701133,,,,,,,,
WASP-155 b,276.8285421439617,0.043,1465.6367420980373,1.416770889892126,1.24,5660.0,1.09,13.450776877126417,,,,,,,,
WASP-156 b,41.41304137928613,0.0451,971.9262574807323,0.3014003018267599,0.76,4910.0,0.842,6.20977532494003,,,,,,,,
WASP-157 b,183.06916219853267,0.0499,1306.7896616846576,1.2058164098263346,1.1,5772.0,1.06,11.186562769476803,,,,,,,,
WASP-158 b,886.7412543991427,0.0517,1587.702584344339,2.8204280908848647,1.39,6350.0,1.38,11.993609382104388,,,,,,,,
WASP-159 b,174.80562362707116,0.0538,1811.901723186422,5.180365971744481,2.11,6000.0,1.41,15.468393408695379,,,,,,,,
WASP-15 b,172.26299637431376,0.0499,1652.775331350428,3.085415935811943,1.477,6300.0,1.18,16.006424483780435,,,,,,,,
WASP-160 Bb,89.30978225310362,0.0455,1119.2460371037616,0.5394887506836444,0.872,5302.0,0.89,12.251415938915978,,,,,,,,
WASP-162 b,1652.707714292309,0.0871,936.4635575830775,0.872850702553429,1.11,5300.0,0.95,11.20898073093868,,,,,,,,
WASP-164 b,676.9745060466572,0.02818,1610.0812447946778,0.8861974183586165,0.932,5806.0,0.946,12.643730264498831,,,,,,,,
WASP-165 b,209.13109153929602,0.04823,1626.3130941281756,2.7021440490898874,1.75,5599.0,1.248,14.123315720982738,,,,,,,,
WASP-166 b,32.418497472656824,0.0668,1246.7528124337994,1.790324231677064,1.22,6050.0,1.19,6.899127639892758,,,,,,,,
WASP-168 Ab,133.4879307697634,0.0519,1344.032840778269,1.4595923440525322,1.12,6000.0,1.08,16.813471096408023,,,,,,,,
WASP-169 b,178.30173609961258,0.0681,1601.057714042122,5.0603378362024305,2.011,6110.0,1.337,14.61651087314404,,,,,,,,
WASP-16 b,271.74328763844693,0.0421,1268.617801552761,0.7623330265733637,0.946,5550.0,1.022,11.298652576786191,,,,,,,,
WASP-171 b,344.5259927486275,0.0504,1639.2787808170106,3.045998468800643,1.637,5965.0,1.171,11.074472962167416,,,,,,,,
WASP-172 b,149.37935109949714,0.0694,1745.4979253397635,7.424267772543786,1.91,6900.0,1.49,17.59809974757373,,,,,,,,
WASP-175 Ab,314.65012252872805,0.044,1571.2255545939515,1.9593716824392775,1.204,6229.0,1.212,13.540448722973926,,,,,,,,
WASP-176 b,271.74328763844693,0.0535,1715.9926163233474,4.12122724096866,1.945,5902.0,1.27,16.869516000062713,,,,,,,,
WASP-178 b,448.1380532984914,0.0558,2366.937537580819,16.228296181728563,1.801,8640.0,1.93,21.74542261802104,,,,,,,,
WASP-17 b,154.46460560501194,0.0515,1660.0969411778274,3.343761429460548,1.38,6650.0,1.2,22.317080635298915,,,,,,,,
WASP-182 b,47.038604176011866,0.0451,1481.9122825044362,1.628922464502759,1.34,5638.0,1.076,9.527633621297879,,,,,,,,
WASP-184 b,181.1621917589646,0.0627,1484.201102643216,3.1678413238863343,1.65,6000.0,1.23,14.907944372148446,,,,,,,,
WASP-188 Ab,458.62639071611574,0.072,1665.264277900202,6.619954359611729,1.83,6850.0,1.5,14.818272526300937,,,,,,,,
WASP-189 Ab,632.4785291234028,0.05053,2618.239645400985,19.924779029688477,2.33,7996.0,1.887,18.147339803389723,,,,,,,,
WASP-18 Ab,3314.8231494198203,0.02047,2392.275047056688,2.2788757586220063,1.23,6400.0,1.24,13.058462551543563,,,,,,,,
WASP-193 Ab,44.1781485166598,0.0676,1247.717511375676,1.8362582837556323,1.225,6076.0,1.12,16.40994779009423,,,,,,,,
WASP-194 Ab,373.1305493421482,0.047,1691.0599320384988,2.9997775623365865,1.409,6405.0,1.29,15.479602389426319,,,,,,,,
WASP-195 b,33.054154285846174,0.063,1520.3972380290816,3.5218165126891945,1.578,6300.0,1.3,10.312262272463586,,,,,,,,
WASP-197 b,403.3242479686423,0.065,1662.9490795796023,5.365372218262388,2.112,6050.0,1.36,14.448376162179958,,,,,,,,
WASP-19 Ab,362.0065551113346,0.016634,2060.466907586668,0.8281494417279052,1.004,5500.0,0.904,15.804662830623538,,,,,,,,
WASP-1 Ab,300.983501045157,0.03958,1853.878440926531,3.072797453471615,1.564,6116.0,1.153,16.970396826641164,,,,,,,,
WASP-20 Ab,99.48029126413321,0.06003,1381.610768427328,2.1804034638954435,1.392,5950.0,1.202,16.353902886439535,,,,,,,,
WASP-21 b,95.34852197840243,0.052,1262.7359710104038,1.1416007215832615,1.06,5800.0,1.01,13.562866684435804,,,,,,,,
WASP-22 b,196.10012686891434,0.04698,1418.9505599307108,1.4857728508615096,1.13,6000.0,1.1,13.439567896395479,,,,,,,,
WASP-24 Ab,340.39422346289666,0.03651,1641.9327771504256,1.608801619303217,1.147,6075.0,1.129,14.571674950220284,,,,,,,,
WASP-25 b,184.34047582491135,0.0474,1241.29147954107,0.8857458356579155,0.95,5750.0,1.0,14.123315720982738,,,,,,,,
WASP-26 Ab,326.7276019793257,0.03985,1663.751652609221,2.0205424984778886,1.34,5950.0,1.12,14.35870431633245,,,,,,,,
WASP-28 b,288.27036478137006,0.04469,1467.6648388154742,1.5371832267311387,1.094,6150.0,1.021,13.59649362662862,,,,,,,,
WASP-29 Ab,77.23230280250597,0.047,982.1089479090115,0.34111137767049854,0.846,4800.0,0.825,8.686960066477477,,,,,,,,
WASP-2 Ab,269.20066038568956,0.03138,1280.2567744104238,0.43929023282646157,0.834,5150.0,0.84,12.094490208682837,,,,,,,,
WASP-30 b,19343.03682535191,0.05325,1221.760566082267,1.049158194753196,0.889,6201.0,1.166,9.964783869804487,,,,,,,,
WASP-31 b,151.92197835225454,0.04657,1542.7043742337626,2.039861391575398,1.24,6200.0,1.16,17.22820338345275,,,,,,,,
WASP-32 b,1144.1822637408293,0.0394,1561.327837908966,1.531636923565631,1.11,6100.0,1.1,13.226597262507642,,,,,,,,
WASP-33 Ab,889.9195384650893,0.02558,2681.0094457853843,5.613733547051601,1.444,7400.0,1.495,17.967996111694706,,,,,,,,
WASP-34 b,184.34047582491135,0.0545,1135.6116087622106,0.8197017261416396,0.93,5700.0,1.01,14.123315720982738,,,,,,,,
WASP-36 Ab,724.3309386292639,0.02624,1700.0371357377578,0.9550335597851135,0.943,5881.0,1.02,14.224196547561185,,,,,,,,
WASP-37 b,572.0911318704146,0.04339,1327.1308605115203,0.9698211064187868,0.977,5800.0,0.849,13.00241764788887,,,,,,,,
WASP-38 b,861.9506386847581,0.07551,1261.0388621104112,2.393074922233393,1.365,6150.0,1.216,12.094490208682837,,,,,,,,
WASP-39 b,88.99195384650895,0.0486,1117.4302929347941,0.6115213720078515,0.895,5400.0,0.93,14.235405528292125,,,,,,,,
